"","seqid","source","type","start","end","strand","phase","sample","cluster_id","nearest_mibig","mibig_class","dice","score","partial_cluster"
"3591","NZ_VILB01000003.1","SanntiSv0.9.1","CLUSTER","60655","89648",NA,NA,"GCF_009712035.1_ASM971203v1_genomic_sanntis.gff","NZ_VILB01000003.1_sanntis_2","BGC0000869","Other","0.360","0.980","partial=00"
"4452","NZ_VILB01000008.1","SanntiSv0.9.1","CLUSTER","25942","37962",NA,NA,"GCF_009712035.1_ASM971203v1_genomic_sanntis.gff","NZ_VILB01000008.1_sanntis_1","BGC0000581","RiPP","0.742","0.520","partial=00"
"5384","NZ_VILB01000009.1","SanntiSv0.9.1","CLUSTER","62111","86228",NA,NA,"GCF_009712035.1_ASM971203v1_genomic_sanntis.gff","NZ_VILB01000009.1_sanntis_1","BGC0000869","Other","0.467","0.960","partial=00"
"6368","NZ_VILB01000011.1","SanntiSv0.9.1","CLUSTER","92996","97269",NA,NA,"GCF_009712035.1_ASM971203v1_genomic_sanntis.gff","NZ_VILB01000011.1_sanntis_1","BGC0001844","NRP","0.360","0.760","partial=00"
"7349","NZ_VILB01000011.1","SanntiSv0.9.1","CLUSTER","204832","218437",NA,NA,"GCF_009712035.1_ASM971203v1_genomic_sanntis.gff","NZ_VILB01000011.1_sanntis_2","BGC0000868","Other","0.526","0.590","partial=00"
"8332","NZ_VILB01000011.1","SanntiSv0.9.1","CLUSTER","305047","310590",NA,NA,"GCF_009712035.1_ASM971203v1_genomic_sanntis.gff","NZ_VILB01000011.1_sanntis_3","BGC0000623","RiPP","0.412","0.780","partial=00"
"9315","NZ_VILB01000011.1","SanntiSv0.9.1","CLUSTER","639340","664153",NA,NA,"GCF_009712035.1_ASM971203v1_genomic_sanntis.gff","NZ_VILB01000011.1_sanntis_4","BGC0000467","NRP","0.304","0.980","partial=00"
"10298","NZ_VILB01000013.1","SanntiSv0.9.1","CLUSTER","556492","582641",NA,NA,"GCF_009712035.1_ASM971203v1_genomic_sanntis.gff","NZ_VILB01000013.1_sanntis_1","BGC0001363","NRP Polyketide","0.587","0.900","partial=00"
"11407","NZ_VILB01000024.1","SanntiSv0.9.1","CLUSTER","9580","21822",NA,NA,"GCF_009712035.1_ASM971203v1_genomic_sanntis.gff","NZ_VILB01000024.1_sanntis_1","BGC0000868","Other","0.526","0.530","partial=00"
"12303","NZ_VILB01000033.1","SanntiSv0.9.1","CLUSTER","19050","46347",NA,NA,"GCF_009712035.1_ASM971203v1_genomic_sanntis.gff","NZ_VILB01000033.1_sanntis_1","BGC0001023","NRP Polyketide","0.506","0.900","partial=00"
"11408","NZ_VILC01000006.1","SanntiSv0.9.1","CLUSTER","62034","94471",NA,NA,"GCF_009712065.1_ASM971206v1_genomic_sanntis.gff","NZ_VILC01000006.1_sanntis_1","BGC0000869","Other","0.387","0.960","partial=01"
"2905","NZ_VILC01000007.1","SanntiSv0.9.1","CLUSTER","59656","88001",NA,NA,"GCF_009712065.1_ASM971206v1_genomic_sanntis.gff","NZ_VILC01000007.1_sanntis_1","BGC0001437","NRP","0.521","0.760","partial=00"
"3592","NZ_VILC01000008.1","SanntiSv0.9.1","CLUSTER","20366","56739",NA,NA,"GCF_009712065.1_ASM971206v1_genomic_sanntis.gff","NZ_VILC01000008.1_sanntis_1","BGC0001947","Saccharide","0.625","0.540","partial=00"
"4453","NZ_VILC01000009.1","SanntiSv0.9.1","CLUSTER","59618","92089",NA,NA,"GCF_009712065.1_ASM971206v1_genomic_sanntis.gff","NZ_VILC01000009.1_sanntis_1","BGC0000869","Other","0.429","0.930","partial=00"
"5385","NZ_VILC01000009.1","SanntiSv0.9.1","CLUSTER","118380","129258",NA,NA,"GCF_009712065.1_ASM971206v1_genomic_sanntis.gff","NZ_VILC01000009.1_sanntis_2","BGC0001505","RiPP","0.125","0.935","partial=00"
"6369","NZ_VILC01000012.1","SanntiSv0.9.1","CLUSTER","20045","50728",NA,NA,"GCF_009712065.1_ASM971206v1_genomic_sanntis.gff","NZ_VILC01000012.1_sanntis_1","BGC0001748","NRP Polyketide","0.471","0.890","partial=00"
"7350","NZ_VILC01000015.1","SanntiSv0.9.1","CLUSTER","6018","31481",NA,NA,"GCF_009712065.1_ASM971206v1_genomic_sanntis.gff","NZ_VILC01000015.1_sanntis_1","BGC0001311","RiPP","0.500","0.820","partial=00"
"8333","NZ_VILC01000019.1","SanntiSv0.9.1","CLUSTER","13057","35263",NA,NA,"GCF_009712065.1_ASM971206v1_genomic_sanntis.gff","NZ_VILC01000019.1_sanntis_1","BGC0000790","Saccharide","0.491","0.560","partial=00"
"9316","NZ_VILC01000053.1","SanntiSv0.9.1","CLUSTER","13731","26614",NA,NA,"GCF_009712065.1_ASM971206v1_genomic_sanntis.gff","NZ_VILC01000053.1_sanntis_1","BGC0001640","RiPP","0.532","0.670","partial=00"
"10299","NZ_VILC01000079.1","SanntiSv0.9.1","CLUSTER","18584","30639",NA,NA,"GCF_009712065.1_ASM971206v1_genomic_sanntis.gff","NZ_VILC01000079.1_sanntis_1","BGC0000426","NRP","0.476","0.840","partial=00"
"11409","NZ_VILC01000113.1","SanntiSv0.9.1","CLUSTER","64","11435",NA,NA,"GCF_009712065.1_ASM971206v1_genomic_sanntis.gff","NZ_VILC01000113.1_sanntis_1","BGC0002005","RiPP","0.459","0.800","partial=10"
"12304","NZ_VILC01000149.1","SanntiSv0.9.1","CLUSTER","1065","5930",NA,NA,"GCF_009712065.1_ASM971206v1_genomic_sanntis.gff","NZ_VILC01000149.1_sanntis_1","BGC0002020","NRP Saccharide","0.765","0.520","partial=10"
"11410","NZ_VILE02000001.1","SanntiSv0.9.1","CLUSTER","119377","143391",NA,NA,"GCF_009712075.2_ASM971207v2_genomic_sanntis.gff","NZ_VILE02000001.1_sanntis_1","BGC0000763","Saccharide","0.548","0.520","partial=00"
"2906","NZ_VILE02000003.1","SanntiSv0.9.1","CLUSTER","408560","412461",NA,NA,"GCF_009712075.2_ASM971207v2_genomic_sanntis.gff","NZ_VILE02000003.1_sanntis_1","BGC0000570","RiPP","0.455","0.451","partial=01"
"3593","NZ_VILE02000004.1","SanntiSv0.9.1","CLUSTER","80346","97727",NA,NA,"GCF_009712075.2_ASM971207v2_genomic_sanntis.gff","NZ_VILE02000004.1_sanntis_1","BGC0000072","Polyketide","0.434","0.870","partial=00"
"4454","NZ_VILE02000005.1","SanntiSv0.9.1","CLUSTER","196622","230764",NA,NA,"GCF_009712075.2_ASM971207v2_genomic_sanntis.gff","NZ_VILE02000005.1_sanntis_1","BGC0001564","NRP Polyketide","0.623","0.650","partial=00"
"5386","NZ_VILE02000005.1","SanntiSv0.9.1","CLUSTER","250814","254030",NA,NA,"GCF_009712075.2_ASM971207v2_genomic_sanntis.gff","NZ_VILE02000005.1_sanntis_2","BGC0002020","NRP Saccharide","0.714","0.520","partial=00"
"6370","NZ_VILE02000006.1","SanntiSv0.9.1","CLUSTER","70799","78298",NA,NA,"GCF_009712075.2_ASM971207v2_genomic_sanntis.gff","NZ_VILE02000006.1_sanntis_1","BGC0001223","Other","0.583","0.760","partial=00"
"7351","NZ_VILE02000008.1","SanntiSv0.9.1","CLUSTER","178262","195023",NA,NA,"GCF_009712075.2_ASM971207v2_genomic_sanntis.gff","NZ_VILE02000008.1_sanntis_1","BGC0000472","RiPP","0.094","1.000","partial=00"
"8334","NZ_VILE02000011.1","SanntiSv0.9.1","CLUSTER","74668","85326",NA,NA,"GCF_009712075.2_ASM971207v2_genomic_sanntis.gff","NZ_VILE02000011.1_sanntis_1","BGC0000470","RiPP","0.724","0.770","partial=00"
"9317","NZ_VILE02000011.1","SanntiSv0.9.1","CLUSTER","150364","198543",NA,NA,"GCF_009712075.2_ASM971207v2_genomic_sanntis.gff","NZ_VILE02000011.1_sanntis_2","BGC0001556","NRP Polyketide","0.606","0.900","partial=00"
"10300","NZ_VILE02000015.1","SanntiSv0.9.1","CLUSTER","99174","121182",NA,NA,"GCF_009712075.2_ASM971207v2_genomic_sanntis.gff","NZ_VILE02000015.1_sanntis_1","BGC0001437","NRP","0.491","0.830","partial=00"
"11411","NZ_VILE02000017.1","SanntiSv0.9.1","CLUSTER","62761","98574",NA,NA,"GCF_009712075.2_ASM971207v2_genomic_sanntis.gff","NZ_VILE02000017.1_sanntis_1","BGC0000425","NRP","0.660","0.620","partial=00"
"12305","NZ_VILE02000018.1","SanntiSv0.9.1","CLUSTER","42672","89117",NA,NA,"GCF_009712075.2_ASM971207v2_genomic_sanntis.gff","NZ_VILE02000018.1_sanntis_1","BGC0000869","Other","0.551","0.850","partial=00"
"13278","NZ_VILE02000020.1","SanntiSv0.9.1","CLUSTER","22043","45879",NA,NA,"GCF_009712075.2_ASM971207v2_genomic_sanntis.gff","NZ_VILE02000020.1_sanntis_1","BGC0000869","Other","0.459","0.930","partial=00"
"11412","NZ_VILD01000001.1","SanntiSv0.9.1","CLUSTER","201410","269125",NA,NA,"GCF_009712085.1_ASM971208v1_genomic_sanntis.gff","NZ_VILD01000001.1_sanntis_1","BGC0000869","Other","0.534","0.930","partial=00"
"2907","NZ_VILD01000001.1","SanntiSv0.9.1","CLUSTER","446329","464043",NA,NA,"GCF_009712085.1_ASM971208v1_genomic_sanntis.gff","NZ_VILD01000001.1_sanntis_2","BGC0000426","NRP","0.442","0.870","partial=00"
"3594","NZ_VILD01000001.1","SanntiSv0.9.1","CLUSTER","815544","848953",NA,NA,"GCF_009712085.1_ASM971208v1_genomic_sanntis.gff","NZ_VILD01000001.1_sanntis_3","BGC0001019","NRP Polyketide","0.381","0.950","partial=00"
"4455","NZ_VILD01000003.1","SanntiSv0.9.1","CLUSTER","271702","283239",NA,NA,"GCF_009712085.1_ASM971208v1_genomic_sanntis.gff","NZ_VILD01000003.1_sanntis_1","BGC0002005","RiPP","0.333","0.770","partial=00"
"5387","NZ_VILD01000004.1","SanntiSv0.9.1","CLUSTER","301008","356049",NA,NA,"GCF_009712085.1_ASM971208v1_genomic_sanntis.gff","NZ_VILD01000004.1_sanntis_1","BGC0002001","NRP Polyketide","0.403","0.980","partial=00"
"6371","NZ_VILD01000006.1","SanntiSv0.9.1","CLUSTER","353838","385760",NA,NA,"GCF_009712085.1_ASM971208v1_genomic_sanntis.gff","NZ_VILD01000006.1_sanntis_1","BGC0000017","Alkaloid Polyketide","0.393","0.940","partial=00"
"7352","NZ_VILD01000008.1","SanntiSv0.9.1","CLUSTER","218970","244260",NA,NA,"GCF_009712085.1_ASM971208v1_genomic_sanntis.gff","NZ_VILD01000008.1_sanntis_1","BGC0000554","RiPP","0.585","0.940","partial=00"
"8335","NZ_VILD01000008.1","SanntiSv0.9.1","CLUSTER","254042","280408",NA,NA,"GCF_009712085.1_ASM971208v1_genomic_sanntis.gff","NZ_VILD01000008.1_sanntis_2","BGC0000790","Saccharide","0.556","0.420","partial=00"
"9318","NZ_VILD01000009.1","SanntiSv0.9.1","CLUSTER","39361","68489",NA,NA,"GCF_009712085.1_ASM971208v1_genomic_sanntis.gff","NZ_VILD01000009.1_sanntis_1","BGC0001651","Other","0.647","0.750","partial=00"
"10301","NZ_VILD01000009.1","SanntiSv0.9.1","CLUSTER","145827","151845",NA,NA,"GCF_009712085.1_ASM971208v1_genomic_sanntis.gff","NZ_VILD01000009.1_sanntis_2","BGC0000675","Terpene","0.652","0.840","partial=00"
"11413","NZ_VILD01000010.1","SanntiSv0.9.1","CLUSTER","127963","154615",NA,NA,"GCF_009712085.1_ASM971208v1_genomic_sanntis.gff","NZ_VILD01000010.1_sanntis_1","BGC0000869","Other","0.512","0.950","partial=00"
"12306","NZ_VILD01000017.1","SanntiSv0.9.1","CLUSTER","61","22067",NA,NA,"GCF_009712085.1_ASM971208v1_genomic_sanntis.gff","NZ_VILD01000017.1_sanntis_1","BGC0000741","Saccharide","0.636","0.650","partial=10"
"11414","NZ_VILF01000001.1","SanntiSv0.9.1","CLUSTER","177671","183551",NA,NA,"GCF_009712125.1_ASM971212v1_genomic_sanntis.gff","NZ_VILF01000001.1_sanntis_1","BGC0000675","Terpene","0.579","0.750","partial=00"
"2908","NZ_VILF01000001.1","SanntiSv0.9.1","CLUSTER","690391","730086",NA,NA,"GCF_009712125.1_ASM971212v1_genomic_sanntis.gff","NZ_VILF01000001.1_sanntis_2","BGC0000017","Alkaloid Polyketide","0.363","0.950","partial=00"
"3595","NZ_VILF01000001.1","SanntiSv0.9.1","CLUSTER","1458291","1528216",NA,NA,"GCF_009712125.1_ASM971212v1_genomic_sanntis.gff","NZ_VILF01000001.1_sanntis_3","BGC0001056","NRP Polyketide","0.602","0.880","partial=00"
"4456","NZ_VILF01000001.1","SanntiSv0.9.1","CLUSTER","1625766","1627005",NA,NA,"GCF_009712125.1_ASM971212v1_genomic_sanntis.gff","NZ_VILF01000001.1_sanntis_4","BGC0000056","Polyketide","0.529","0.390","partial=00"
"5388","NZ_VILF01000001.1","SanntiSv0.9.1","CLUSTER","1743448","1750259",NA,NA,"GCF_009712125.1_ASM971212v1_genomic_sanntis.gff","NZ_VILF01000001.1_sanntis_5","BGC0000323","NRP","0.529","0.590","partial=00"
"6372","NZ_VILF01000002.1","SanntiSv0.9.1","CLUSTER","195016","239587",NA,NA,"GCF_009712125.1_ASM971212v1_genomic_sanntis.gff","NZ_VILF01000002.1_sanntis_1","BGC0001947","Saccharide","0.646","0.570","partial=00"
"7353","NZ_VILF01000003.1","SanntiSv0.9.1","CLUSTER","26078","58618",NA,NA,"GCF_009712125.1_ASM971212v1_genomic_sanntis.gff","NZ_VILF01000003.1_sanntis_1","BGC0002005","RiPP","0.621","0.480","partial=00"
"8336","NZ_VILF01000003.1","SanntiSv0.9.1","CLUSTER","520625","540505",NA,NA,"GCF_009712125.1_ASM971212v1_genomic_sanntis.gff","NZ_VILF01000003.1_sanntis_2","BGC0000786","Saccharide","0.610","0.520","partial=00"
"9319","NZ_VILF01000003.1","SanntiSv0.9.1","CLUSTER","946041","958595",NA,NA,"GCF_009712125.1_ASM971212v1_genomic_sanntis.gff","NZ_VILF01000003.1_sanntis_3","BGC0001640","RiPP","0.532","0.670","partial=00"
"10302","NZ_VILF01000004.1","SanntiSv0.9.1","CLUSTER","350580","384129",NA,NA,"GCF_009712125.1_ASM971212v1_genomic_sanntis.gff","NZ_VILF01000004.1_sanntis_1","BGC0000790","Saccharide","0.569","0.590","partial=00"
"11415","NZ_VILF01000004.1","SanntiSv0.9.1","CLUSTER","426720","463809",NA,NA,"GCF_009712125.1_ASM971212v1_genomic_sanntis.gff","NZ_VILF01000004.1_sanntis_2","BGC0000869","Other","0.470","0.960","partial=00"
"12307","NZ_VILF01000004.1","SanntiSv0.9.1","CLUSTER","658621","666902",NA,NA,"GCF_009712125.1_ASM971212v1_genomic_sanntis.gff","NZ_VILF01000004.1_sanntis_3","BGC0001525","Other","0.442","0.490","partial=00"
"13279","NZ_VILF01000005.1","SanntiSv0.9.1","CLUSTER","416898","445171",NA,NA,"GCF_009712125.1_ASM971212v1_genomic_sanntis.gff","NZ_VILF01000005.1_sanntis_1","BGC0001437","NRP","0.552","0.810","partial=00"
"14256","NZ_VILF01000005.1","SanntiSv0.9.1","CLUSTER","450267","471890",NA,NA,"GCF_009712125.1_ASM971212v1_genomic_sanntis.gff","NZ_VILF01000005.1_sanntis_2","BGC0000353","NRP","0.333","0.980","partial=00"
"15235","NZ_VILF01000006.1","SanntiSv0.9.1","CLUSTER","255350","260926",NA,NA,"GCF_009712125.1_ASM971212v1_genomic_sanntis.gff","NZ_VILF01000006.1_sanntis_1","BGC0000581","RiPP","0.579","0.619","partial=00"
"16212","NZ_VILF01000006.1","SanntiSv0.9.1","CLUSTER","299487","307288",NA,NA,"GCF_009712125.1_ASM971212v1_genomic_sanntis.gff","NZ_VILF01000006.1_sanntis_2","BGC0001229","RiPP","0.520","0.750","partial=00"
"17194","NZ_VILF01000006.1","SanntiSv0.9.1","CLUSTER","420083","427306",NA,NA,"GCF_009712125.1_ASM971212v1_genomic_sanntis.gff","NZ_VILF01000006.1_sanntis_3","BGC0000479","RiPP","0.286","1.000","partial=00"
"18175","NZ_VILF01000006.1","SanntiSv0.9.1","CLUSTER","601700","610221",NA,NA,"GCF_009712125.1_ASM971212v1_genomic_sanntis.gff","NZ_VILF01000006.1_sanntis_4","BGC0002020","NRP Saccharide","0.789","0.520","partial=00"
"11416","NZ_WJFC01000001.1","SanntiSv0.9.1","CLUSTER","135217","142134",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000001.1_sanntis_1","BGC0001168","NRP","0.590","0.660","partial=00"
"2909","NZ_WJFC01000002.1","SanntiSv0.9.1","CLUSTER","18834","34334",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000002.1_sanntis_1","BGC0002005","RiPP","0.535","0.870","partial=00"
"3596","NZ_WJFC01000002.1","SanntiSv0.9.1","CLUSTER","176520","186243",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000002.1_sanntis_2","BGC0000581","RiPP","0.579","0.550","partial=00"
"4457","NZ_WJFC01000003.1","SanntiSv0.9.1","CLUSTER","84571","88262",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000003.1_sanntis_1","BGC0000581","RiPP","0.429","0.666","partial=00"
"5389","NZ_WJFC01000004.1","SanntiSv0.9.1","CLUSTER","160241","172516",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000004.1_sanntis_1","BGC0001191","Other","0.576","0.670","partial=00"
"6373","NZ_WJFC01000005.1","SanntiSv0.9.1","CLUSTER","123281","165467",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000005.1_sanntis_1","BGC0001910","Terpene","0.714","0.770","partial=00"
"7354","NZ_WJFC01000006.1","SanntiSv0.9.1","CLUSTER","3","126622",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000006.1_sanntis_1","BGC0001772","Polyketide","0.358","1.000","partial=10"
"8337","NZ_WJFC01000007.1","SanntiSv0.9.1","CLUSTER","132012","138563",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000007.1_sanntis_1","BGC0002005","RiPP","0.310","0.860","partial=00"
"9320","NZ_WJFC01000008.1","SanntiSv0.9.1","CLUSTER","18064","77516",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000008.1_sanntis_1","BGC0000711","Saccharide","0.714","0.450","partial=00"
"10303","NZ_WJFC01000009.1","SanntiSv0.9.1","CLUSTER","90318","133011",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000009.1_sanntis_1","BGC0001467","NRP Polyketide","0.333","0.990","partial=01"
"11417","NZ_WJFC01000010.1","SanntiSv0.9.1","CLUSTER","47569","99252",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000010.1_sanntis_1","BGC0001469","NRP","0.505","0.780","partial=00"
"12308","NZ_WJFC01000013.1","SanntiSv0.9.1","CLUSTER","305","25756",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000013.1_sanntis_1","BGC0000784","Saccharide","0.556","0.500","partial=10"
"13280","NZ_WJFC01000018.1","SanntiSv0.9.1","CLUSTER","71409","106372",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000018.1_sanntis_1","BGC0001467","NRP Polyketide","0.288","1.000","partial=01"
"14257","NZ_WJFC01000022.1","SanntiSv0.9.1","CLUSTER","97392","101258",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000022.1_sanntis_1","BGC0002005","RiPP","0.200","0.862","partial=01"
"15236","NZ_WJFC01000023.1","SanntiSv0.9.1","CLUSTER","1","5943",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000023.1_sanntis_1","BGC0002005","RiPP","0.280","0.922","partial=10"
"16213","NZ_WJFC01000025.1","SanntiSv0.9.1","CLUSTER","187","8133",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000025.1_sanntis_1","BGC0001587","Other","0.548","0.410","partial=10"
"17195","NZ_WJFC01000027.1","SanntiSv0.9.1","CLUSTER","31120","36784",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000027.1_sanntis_1","BGC0002005","RiPP","0.214","0.780","partial=00"
"18176","NZ_WJFC01000031.1","SanntiSv0.9.1","CLUSTER","39603","55338",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000031.1_sanntis_1","BGC0001207","NRP","0.761","0.490","partial=00"
"19158","NZ_WJFC01000032.1","SanntiSv0.9.1","CLUSTER","26747","36900",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000032.1_sanntis_1","BGC0000675","Terpene","0.586","0.590","partial=00"
"20127","NZ_WJFC01000036.1","SanntiSv0.9.1","CLUSTER","9584","82461",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000036.1_sanntis_1","BGC0001953","NRP","0.283","0.970","partial=00"
"21190","NZ_WJFC01000037.1","SanntiSv0.9.1","CLUSTER","3","13397",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000037.1_sanntis_1","BGC0000675","Terpene","0.586","0.950","partial=10"
"22173","NZ_WJFC01000037.1","SanntiSv0.9.1","CLUSTER","21698","41404",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000037.1_sanntis_2","BGC0002005","RiPP","0.522","0.500","partial=00"
"23158","NZ_WJFC01000039.1","SanntiSv0.9.1","CLUSTER","71327","74085",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000039.1_sanntis_1","BGC0000248","Polyketide","0.429","0.470","partial=00"
"24135","NZ_WJFC01000040.1","SanntiSv0.9.1","CLUSTER","18283","31372",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000040.1_sanntis_1","BGC0001469","NRP","0.556","0.400","partial=00"
"25120","NZ_WJFC01000046.1","SanntiSv0.9.1","CLUSTER","2","12203",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000046.1_sanntis_1","BGC0001135","NRP","0.312","0.960","partial=10"
"26112","NZ_WJFC01000046.1","SanntiSv0.9.1","CLUSTER","22341","73977",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000046.1_sanntis_2","BGC0001054","NRP Polyketide","0.333","0.960","partial=01"
"27105","NZ_WJFC01000051.1","SanntiSv0.9.1","CLUSTER","18570","39342",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000051.1_sanntis_1","BGC0000471","RiPP","0.699","0.630","partial=00"
"28100","NZ_WJFC01000059.1","SanntiSv0.9.1","CLUSTER","41","34735",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000059.1_sanntis_1","BGC0000847","Other","0.741","0.570","partial=10"
"2973","NZ_WJFC01000060.1","SanntiSv0.9.1","CLUSTER","39405","63394",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000060.1_sanntis_1","BGC0000802","Saccharide","0.651","0.410","partial=00"
"3061","NZ_WJFC01000064.1","SanntiSv0.9.1","CLUSTER","18641","29429",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000064.1_sanntis_1","BGC0001660","RiPP","0.700","0.780","partial=00"
"31141","NZ_WJFC01000067.1","SanntiSv0.9.1","CLUSTER","40968","60949",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000067.1_sanntis_1","BGC0001223","Other","0.556","0.730","partial=01"
"32130","NZ_WJFC01000072.1","SanntiSv0.9.1","CLUSTER","15155","48523",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000072.1_sanntis_1","BGC0000426","NRP","0.388","0.880","partial=00"
"33107","NZ_WJFC01000073.1","SanntiSv0.9.1","CLUSTER","47227","56399",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000073.1_sanntis_1","BGC0000675","Terpene","0.724","0.740","partial=00"
"34104","NZ_WJFC01000074.1","SanntiSv0.9.1","CLUSTER","30472","56703",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000074.1_sanntis_1","BGC0000675","Terpene","0.750","0.590","partial=01"
"3597","NZ_WJFC01000076.1","SanntiSv0.9.1","CLUSTER","7134","11567",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000076.1_sanntis_1","BGC0000581","RiPP","0.429","0.573","partial=00"
"3641","NZ_WJFC01000077.1","SanntiSv0.9.1","CLUSTER","35854","56839",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000077.1_sanntis_1","BGC0000869","Other","0.651","0.780","partial=01"
"3737","NZ_WJFC01000078.1","SanntiSv0.9.1","CLUSTER","1","56593",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000078.1_sanntis_1","BGC0002001","NRP Polyketide","0.483","0.970","partial=11"
"3833","NZ_WJFC01000080.1","SanntiSv0.9.1","CLUSTER","59","55745",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000080.1_sanntis_1","BGC0001125","NRP Polyketide","0.393","0.980","partial=11"
"3928","NZ_WJFC01000087.1","SanntiSv0.9.1","CLUSTER","43133","45990",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000087.1_sanntis_1","BGC0000623","RiPP","0.286","0.864","partial=00"
"4016","NZ_WJFC01000104.1","SanntiSv0.9.1","CLUSTER","16129","29522",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000104.1_sanntis_1","BGC0000487","RiPP","0.750","0.410","partial=00"
"41113","NZ_WJFC01000106.1","SanntiSv0.9.1","CLUSTER","16630","29413",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000106.1_sanntis_1","BGC0002005","RiPP","0.459","0.680","partial=00"
"42103","NZ_WJFC01000107.1","SanntiSv0.9.1","CLUSTER","223","14629",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000107.1_sanntis_1","BGC0000426","NRP","0.455","0.880","partial=10"
"43102","NZ_WJFC01000113.1","SanntiSv0.9.1","CLUSTER","28836","41807",NA,NA,"GCF_009725235.1_ASM972523v1_genomic_sanntis.gff","NZ_WJFC01000113.1_sanntis_1","BGC0000400","NRP","0.333","0.840","partial=01"
