accession,genus_species,genus,isolation_source_host_focus,isolation_source,symbiosis_type,host_identity,habitat_classification,family,order
GCF_003113895.1_ASM311389v1_genomic,Nostoc commune,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_003990575.1_ASM399057v1_genomic,Chrlorogloeopsis fritschii,Chlorogloeopsis,Terrestrial,Soil,,Terrestrial,Terrestrial,Chlorogloeopsidaceae,Nostocales
GCF_003991895.1_ASM399189v1_genomic,Chroococcidiopsis cubana,Chroococcidiopsis,Terrestrial,Soil,,Terrestrial,Terrestrial,Chroococcidiopsidaceae,Chroococcidiopsidales
GCF_003991905.1_ASM399190v1_genomic,Calothrix desertica,Calothrix,Terrestrial,Soil,,Terrestrial,Terrestrial,Calotrichaceae,Nostocales
GCF_006968745.1_ASM696874v1_genomic,Brasilonema sennae,Brasilonema,Terrestrial,Water Pipe,,Terrestrial,Terrestrial,Scytonemataceae,Nostocales
GCF_007830875.1_ASM783087v1_genomic,Calothrix desertica,Calothrix,Terrestrial,Soil,,Terrestrial,Terrestrial,Calotrichaceae,Nostocales
GCF_009372195.1_ASM937219v1_genomic,Nostoc sphaeroides,Nostoc,Terrestrial,Soil,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_009498015.1_ASM949801v1_genomic,Anabaena sp.,Anabaena,Terrestrial,Soil,,Terrestrial,Terrestrial,Aphanizomenonaceae,Nostocales
GCF_009728615.1_ASM972861v1_genomic,Gloeocapsopsis dulcis,Gloeocapsis,Terrestrial,Rock,,Terrestrial,Terrestrial,Chroococcaceae,Chroococcales
GCF_009939295.1_ASM993929v1_genomic,Petrachloros mirabilis,Petrachloros,Terrestrial,Limestone wall,,Terrestrial,Terrestrial,Petrachloraceae,Synechococcales
GCF_010091925.1_ASM1009192v1_genomic,Nostoc sp.,Nostoc,Terrestrial,Terrestrial (limestone wall),,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_010091945.1_ASM1009194v1_genomic,Myxacorys almedinensis,Myxacorys,Terrestrial,Limestone wall,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_010747425.1_ASM1074742v1_genomic,Nostoc sp.,Nostoc,Terrestrial,Soil,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_011769525.1_ASM1176952v1_genomic,Tolypothrix sp.,Tolypothrix,Terrestrial,Sand shore soil,,Terrestrial,Terrestrial,Tolypotrichaceae,Nostocales
GCF_012912105.1_ASM1291210v1_genomic,Brasilonema sp.,Brasilonema,Terrestrial,Epiphytic,,Terrestrial,Terrestrial,Scytonemataceae,Nostocales
GCF_012912125.1_ASM1291212v1_genomic,Brasilonema octagenarum,Brasilonema,Terrestrial,Epiphytic,,Terrestrial,Terrestrial,Scytonemataceae,Nostocales
GCF_012912135.1_ASM1291213v1_genomic,Brasilonema bromeliae,Brasilonema,Terrestrial,Epiphytic,,Terrestrial,Terrestrial,Scytonemataceae,Nostocales
GCF_014695285.1_ASM1469528v1_genomic,Coleofasciculus sp.,Coleofascilculus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Coleofasciculaceae,Oscillatoriales
GCF_014695375.1_ASM1469537v1_genomic,Coleofasciculus sp.,Coleofascilculus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Coleofasciculaceae,Oscillatoriales
GCF_014695385.1_ASM1469538v1_genomic,Tricholeus sp.,Tricholeus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014695395.1_ASM1469539v1_genomic,Nodosilinea sp.,Nodosilinea,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014695405.1_ASM1469540v1_genomic,Leptolyngbya sp.,Leptolyngbya,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014695435.1_ASM1469543v1_genomic,Coleofasciculus sp.,Coleofascilculus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Coleofasciculaceae,Oscillatoriales
GCF_014695475.1_ASM1469547v1_genomic,Coleofasciculus sp.,Coleofascilculus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Coleofasciculaceae,Oscillatoriales
GCF_014695485.1_ASM1469548v1_genomic,Coleofasciculus sp.,Coleofascilculus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Coleofasciculaceae,Oscillatoriales
GCF_014695505.1_ASM1469550v1_genomic,Tricholeus sp.,Tricholeus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014695535.1_ASM1469553v1_genomic,Tricholeus sp.,Tricholeus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014695575.1_ASM1469557v1_genomic,Leptolyngbya sp.,Leptolyngbya,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014695585.1_ASM1469558v1_genomic,Microcoleus sp.,Microcoleus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Microcoleaceae,Oscillatoriales
GCF_014695595.1_ASM1469559v1_genomic,Phormidium sp.,Phormidium,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Phormidiaceae,Oscillatoriales
GCF_014695615.1_ASM1469561v1_genomic,Leptolyngbya sp.,Leptolyngbya,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014695635.1_ASM1469563v1_genomic,Coleofasciculus sp.,Coleofascilculus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Coleofasciculaceae,Oscillatoriales
GCF_014695675.1_ASM1469567v1_genomic,Tricholeus sp.,Tricholeus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014695685.1_ASM1469568v1_genomic,Coleofasciculus sp.,Coleofascilculus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Coleofasciculaceae,Oscillatoriales
GCF_014695715.1_ASM1469571v1_genomic,Microcoleus sp.,Microcoleus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Microcoleaceae,Oscillatoriales
GCF_014695725.1_ASM1469572v1_genomic,Microcoleus sp.,Microcoleus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Microcoleaceae,Oscillatoriales
GCF_014695745.1_ASM1469574v1_genomic,Leptolyngbya sp.,Leptolyngbya,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014695775.1_ASM1469577v1_genomic,Leptolyngbya sp.,Leptolyngbya,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014695795.1_ASM1469579v1_genomic,Phormidium sp.,Phormidium,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Phormidiaceae,Oscillatoriales
GCF_014695815.1_ASM1469581v1_genomic,Tricholeus sp.,Tricholeus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014695825.1_ASM1469582v1_genomic,Coleofasciculus sp.,Coleofascilculus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Coleofasciculaceae,Oscillatoriales
GCF_014695845.1_ASM1469584v1_genomic,Tricholeus sp.,Tricholeus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014695875.1_ASM1469587v1_genomic,Leptolyngbya sp.,Leptolyngbya,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014695895.1_ASM1469589v1_genomic,Microcoleus sp.,Microcoleus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Microcoleaceae,Oscillatoriales
GCF_014695915.1_ASM1469591v1_genomic,Tricholeus sp.,Tricholeus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014695955.1_ASM1469595v1_genomic,Leptolyngbya sp.,Leptolyngbya,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014695965.1_ASM1469596v1_genomic,Phormidium sp.,Phormidium,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Phormidiaceae,Oscillatoriales
GCF_014695975.1_ASM1469597v1_genomic,Leptolyngbya sp.,Leptolyngbya,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014696015.1_ASM1469601v1_genomic,Oculatella sp.,Oculatella,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Oculatellaceae,Synechococcales
GCF_014696035.1_ASM1469603v1_genomic,Tricholeus sp.,Tricholeus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014696055.1_ASM1469605v1_genomic,Leptolyngbya sp.,Leptolyngbya,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014696065.1_ASM1469606v1_genomic,Leptolyngbya sp.,Leptolyngbya,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014696095.1_ASM1469609v1_genomic,Leptolyngbya sp.,Leptolyngbya,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014696105.1_ASM1469610v1_genomic,Microcoleus sp.,Microcoleus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Microcoleaceae,Oscillatoriales
GCF_014696135.1_ASM1469613v1_genomic,Nodosilinea sp.,Nodosilinea,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014696155.1_ASM1469615v1_genomic,Microcoleus sp.,Microcoleus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Microcoleaceae,Oscillatoriales
GCF_014696165.1_ASM1469616v1_genomic,Nodosilinea sp.,Nodosilinea,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014696315.1_ASM1469631v1_genomic,Calothrix membranacea,Calothrix,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Calotrichaceae,Nostocales
GCF_014696435.1_ASM1469643v1_genomic,Calothrix anomala,Calothrix,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Calotrichaceae,Nostocales
GCF_014696625.1_ASM1469662v1_genomic,Nostoc parmeloides,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_014696655.1_ASM1469665v1_genomic,Nostoc sp. FACHB-888,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_014696715.1_ASM1469671v1_genomic,Pseudanabaena sp.,Pseudanabaena,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Pseudanabaenaceae,Synechococcales
GCF_014696825.1_ASM1469682v1_genomic,Anabaena sphaerica,Anabaena,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Aphanizomenonaceae,Nostocales
GCF_014697105.1_ASM1469710v1_genomic,Anabaena subtropica,Anabaena,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Aphanizomenonaceae,Nostocales
GCF_014697125.1_ASM1469712v1_genomic,Anabaena minutissima,Anabaena,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Aphanizomenonaceae,Nostocales
GCF_014697265.1_ASM1469726v1_genomic,Leptolyngbya sp.,Leptolyngbya,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_014697355.1_ASM1469735v1_genomic,Nostoc calcicola,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_014697485.1_ASM1469748v1_genomic,Anabaena sp.,Anabaena,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Aphanizomenonaceae,Nostocales
GCF_014697495.1_ASM1469749v1_genomic,Nostoc sp. FACHB-87,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_014697615.1_ASM1469761v1_genomic,Nostoc sp. FACHB-280,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_014697625.1_ASM1469762v1_genomic,Anabaena azotica,Anabaena,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Aphanizomenonaceae,Nostocales
GCF_014698055.1_ASM1469805v1_genomic,Nostoc sp. FACHB-133,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_014698185.1_ASM1469818v1_genomic,Coleofasciculus sp.,Coleofascilculus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Coleofasciculaceae,Oscillatoriales
GCF_014698235.1_ASM1469823v1_genomic,Limnothrix sp.,Limnothrix,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Pseudanabaenaceae,Synechococcales
GCF_014698435.1_ASM1469843v1_genomic,Scytonema hofmannii,Scytonema,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Scytonemataceae,Nostocales
GCF_014698495.1_ASM1469849v1_genomic,Nostoc punctiforme,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_014698505.1_ASM1469850v1_genomic,Nostoc Foliaceum,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_014698795.1_ASM1469879v1_genomic,Nostoc sp. FACHB-892,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_014698965.1_ASM1469896v1_genomic,Iningainema tapete,Inigainema,Terrestrial,Subaerial,,Terrestrial,Terrestrial,Scytonemataceae,Nostocales
GCF_014764505.1_ASM1476450v1_genomic,Phormidium tenue,Phormidium,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Phormidiaceae,Oscillatoriales
GCF_014849525.1_ASM1484952v1_genomic,Microcoleus sp.,Microcoleus,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Microcoleaceae,Oscillatoriales
GCF_014904695.1_ASM1490469v1_genomic,Nostoc sp. MG11,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_016056305.1_ASM1605630v1_genomic,Amazonocrinis nigriterrae,Amazonocrinis,Terrestrial,Soil,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_016632315.1_ASM1663231v1_genomic,Oxynema sp.,Oxynema,Terrestrial,Mangrove soil,,Terrestrial,Terrestrial,Microcoleaceae,Oscillatoriales
GCF_016807185.1_Cyanobacteria_CLA17_v2_genomic,Leptolyngbya sp.,Leptolyngbya,Terrestrial,Snow,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_017982655.1_ASM1798265v1_genomic,Brasilonema sp.,Brasilonema,Terrestrial,Bamboo trunk,,Terrestrial,Terrestrial,Scytonemataceae,Nostocales
GCF_019056575.1_ASM1905657v1_genomic,Richelia sinica,Richelia,Terrestrial,Rice field,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_019734875.1_ASM1973487v1_genomic,Desmonostoc muscorum,Desmonostoc,Terrestrial,Soil,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_020514205.1_ASM2051420v1_genomic,Synechococcus sp. ,Synechococcus,Terrestrial,Sand at clam bed,,Terrestrial,Terrestrial,Synechococcaceae,Synechococcales
GCF_020829445.1_ASM2082944v1_genomic,Nostoc sp. CHAB 5836,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_020829465.1_ASM2082946v1_genomic,Nostoc sphaeroides CHAB 2801,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_020829495.1_ASM2082949v1_genomic,Nostoc favosum,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_020829595.1_ASM2082959v1_genomic,Nostoc sp. CHAB 5844,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_020829625.1_ASM2082962v1_genomic,Nostoc sp. XA010,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_020829645.1_ASM2082964v1_genomic,Nostoc mirabile,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_020829665.1_ASM2082966v1_genomic,Nostoc sp. CHAB 5824,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_020829685.1_ASM2082968v1_genomic,Nostoc sp.,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_021018745.1_ASM2101874v1_genomic,Gloeobacter morelensis,Gloeobacter,Terrestrial,Cave,,Terrestrial,Terrestrial,Gloeobacteraceae,Gloeobacterales
GCF_022701255.1_ASM2270125v1_genomic,Microcoleus vaginatus,Microcoleus,Terrestrial,Desert topsoil,,Terrestrial,Terrestrial,Microcoleaceae,Oscillatoriales
GCF_022701275.1_ASM2270127v1_genomic,Microcoleus vaginatus,Microcoleus,Terrestrial,Desert topsoil,,Terrestrial,Terrestrial,Microcoleaceae,Oscillatoriales
GCF_023333585.1_ASM2333358v1_genomic,Argonema antarcticum,Argonema,Terrestrial,Soil crust,,Terrestrial,Terrestrial,Oscillatoriaceae,Oscillatoriales
GCF_023333595.1_ASM2333359v1_genomic,Argonema galeatum,Argonema,Terrestrial,Soil crust,,Terrestrial,Terrestrial,Oscillatoriaceae,Oscillatoriales
GCF_023546805.1_ASM2354680v1_genomic,Chroococcidiopsis sp.,Chroococcidiopsis,Terrestrial,Soil,,Terrestrial,Terrestrial,Chroococcidiopsidaceae,Chroococcidiopsidales
GCF_023558375.1_ASM2355837v1_genomic,Chroococcidiopsis sp.,Chroococcidiopsis,Terrestrial,Desert,,Terrestrial,Terrestrial,Chroococcidiopsidaceae,Chroococcidiopsidales
GCF_023734775.1_ASM2373477v1_genomic,Nostoc sp.,Nostoc,Terrestrial,Soil (Moss dominated),,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_025370715.1_ASM2537071v1_genomic,Laspinema sp.,Laspinema,Terrestrial,Puddle,,Terrestrial,Terrestrial,Laspinemataceae,Oscillatoriales
GCF_025370725.1_ASM2537072v1_genomic,Laspinema sp.,Laspinema,Terrestrial,Puddle,,Terrestrial,Terrestrial,Laspinemataceae,Oscillatoriales
GCF_025370755.1_ASM2537075v1_genomic,Laspinema sp.,Laspinema,Terrestrial,Puddle,,Terrestrial,Terrestrial,Laspinemataceae,Oscillatoriales
GCF_025370775.1_ASM2537077v1_genomic,Ancylothrix sp.,Ancylothrix,Terrestrial,Puddle,,Terrestrial,Terrestrial,Phormidiaceae,Oscillatoriales
GCF_025370785.1_ASM2537078v1_genomic,Laspinema sp.,Laspinema,Terrestrial,Puddle,,Terrestrial,Terrestrial,Laspinemataceae,Oscillatoriales
GCF_025370815.1_ASM2537081v1_genomic,Laspinema sp.,Laspinema,Terrestrial,Puddle,,Terrestrial,Terrestrial,Laspinemataceae,Oscillatoriales
GCF_025860405.1_ASM2586040v1_genomic,Tolypothrix sp.,Tolypothrix,Terrestrial,Soil,,Terrestrial,Terrestrial,Tolypotrichaceae,Nostocales
GCF_000009705.1_ASM970v1_genomic,Nostoc sp. PCC 7120,Nostoc,Unspecified,Unknown,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_000013225.1_ASM1322v1_genomic,Synechococcus sp. ,Synechococcus,Unspecified,Unspecified,,Unspecified,Unspecified,Synechococcaceae,Synechococcales
GCF_000180455.1_ASM18045v1_genomic,Kamptonema sp.,Kamptonema,Unspecified,Unspecified,,Unspecified,Unspecified,Microcoleaceae,Oscillatoriales
GCF_000195975.1_ASM19597v1_genomic,Parasynechococcus marenigrum,Parasynechococcus,Unspecified,Unspecified,,Unspecified,Unspecified,Synechococcaceae,Synechococcales
GCF_000297435.1_ASM29743v1_genomic,Microcystis sp.,Microcystis,Unspecified,Unspecified,,Unspecified,Unspecified,Microcystaceae,Chroococcales
GCF_000312285.1_ASM31228v1_genomic,Microcystis aeruginosa,Microcystis,Unspecified,Unspecified,,Unspecified,Unspecified,Microcystaceae,Chroococcales
GCF_000312725.1_ASM31272v1_genomic,Microcystis aeruginosa,Microcystis,Unspecified,Unspecified,,Unspecified,Unspecified,Microcystaceae,Chroococcales
GCF_000315565.1_ASM31556v1_genomic,Mastigocladopsis repens,Mastigocladopsis,Unspecified,Unspecified,,Unspecified,Unspecified,Symphyonemataceae,Nostocales
GCF_000315585.1_ASM31558v1_genomic,Fischerella sp.,Fischerella,Unspecified,Unspecified,,Unspecified,Unspecified,Hapalosiphonaceae,Nostocales
GCF_000316665.1_ASM31666v1_genomic,Rivularia sp.,Rivularia,Unspecified,Unspecified,,Unspecified,Unspecified,Rivulariaceae,Nostocales
GCF_000317045.1_ASM31704v1_genomic,Geitlerinema sp.,Geitlerinema,Unspecified,Unspecified,,Unspecified,Unspecified,Coleofasciculaceae,Oscillatoriales
GCF_000317105.1_ASM31710v1_genomic,Oscillatoria acuminata,Oscillatoria,Unspecified,Unspecified,,Unspecified,Unspecified,Oscillatoriaceae,Oscillatoriales
GCF_000317695.1_ASM31769v1_genomic,Anabaena cylindrica,Anabaena,Unspecified,Unspecified,,Unspecified,Unspecified,Aphanizomenonaceae,Nostocales
GCF_000332355.1_ASM33235v1_genomic,Baaleninema simplex,Baaleninema,Unspecified,Unspecified,,Unspecified,Unspecified,Oscillatoriaceae,Oscillatoriales
GCF_000447295.1_ASM44729v1_genomic,Fischerella sp.,Fischerella,Unspecified,Unspecified,,Unspecified,Unspecified,Hapalosiphonaceae,Nostocales
GCF_000478825.2_ASM47882v2_genomic,Synechocystis sp.,Synechocystis,Unspecified,Unspecified,,Unspecified,Unspecified,Merismopediaceae,Synechococcales
GCF_000517105.1_ASM51710v1_genomic,Fischerella sp.,Fischerella,Unspecified,Unspecified,,Unspecified,Unspecified,Hapalosiphonaceae,Nostocales
GCF_000582685.1_ASM58268v1_genomic,Scytonema hofmannii,Scytonema,Unspecified,Unspecified,,Unspecified,Unspecified,Scytonemataceae,Nostocales
GCF_000973065.1_ASM97306v1_genomic,Limnospira indica,Limnospira,Unspecified,Unspecified,,Unspecified,Unspecified,Sirenicapillariaceae,Oscillatoriales
GCF_002142475.1_ASM214247v1_genomic,Leptolyngbya boryana,Leptolyngbya,Unspecified,Unspecified,,Unspecified,Unspecified,Leptolyngbyaceae,Synechococcales
GCF_002142495.1_ASM214249v1_genomic,Leptolyngbya boryana,Leptolyngbya,Unspecified,Unspecified,,Unspecified,Unspecified,Leptolyngbyaceae,Synechococcales
GCF_002368035.1_ASM236803v1_genomic,Nostoc linckia NIES-25,Nostoc,Unspecified,Unknown,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_002368175.1_ASM236817v1_genomic,Calothrix sp.,Calothrix,Unspecified,Unspecified,,Unspecified,Unspecified,Calotrichaceae,Nostocales
GCF_002368195.1_ASM236819v1_genomic,Calothrix sp.,Calothrix,Unspecified,Unspecified,,Unspecified,Unspecified,Calotrichaceae,Nostocales
GCF_002368255.1_ASM236825v1_genomic,Leptolyngbya boryana,Leptolyngbya,Unspecified,Unspecified,,Unspecified,Unspecified,Leptolyngbyaceae,Synechococcales
GCF_002607925.1_ASM260792v1_genomic,Nostoc linckia,Nostoc,Unspecified,Unknown,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_002607955.1_ASM260795v1_genomic,Nostoc linckia,Nostoc,Unspecified,Unknown,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_002607965.1_ASM260796v1_genomic,Nostoc linckia,Nostoc,Unspecified,Unknown,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_002608015.1_ASM260801v1_genomic,Nostoc Linckia,Nostoc,Unspecified,Unknown,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_002608075.1_ASM260807v1_genomic,Nostoc linckia,Nostoc,Unspecified,Unknown,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_002608105.1_ASM260810v1_genomic,Nostoc linckia,Nostoc,Unspecified,Unknown,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_002608135.1_ASM260813v1_genomic,Nostoc linckia,Nostoc,Unspecified,Unknown,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_002608145.1_ASM260814v1_genomic,Nostoc linckia,Nostoc,Unspecified,Unknown,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_002608225.1_ASM260822v1_genomic,Nostoc linckia,Nostoc,Unspecified,Unknown,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_002608275.1_ASM260827v1_genomic,Nostoc sp.,Nostoc,Unspecified,Unknown,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_002608345.1_ASM260834v1_genomic,Nostoc linckia,Nostoc,Unspecified,Unknown,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_003015225.1_ASM301522v1_genomic,Synechocystis sp.,Synechocystis,Unspecified,Unspecified,,Unspecified,Unspecified,Merismopediaceae,Synechococcales
GCF_003555505.1_ASM355550v2_genomic,Thermosynechococcus elongatus,Thermosynechococcus,Unspecified,Unspecified,,Unspecified,Unspecified,Synechococcaceae,Synechococcales
GCF_003990585.1_ASM399058v1_genomic,Nostoc sp. PCC 7120,Nostoc,Unspecified,Unknown,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_003991935.1_ASM399193v1_genomic,Trichormus variabilis,Trichormus,Unspecified,Unspecified,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_004323185.1_ASM432318v1_genomic,Westiellopsis prolifica,Westiellopsis,Unspecified,Unspecified,,Unspecified,Unspecified,Hapalosiphonaceae,Nostocales
GCF_009710015.1_ASM971001v1_genomic,Cyanobacterium aponinum,Cyanobacterium,Unspecified,Microbial Mat,,Unspecified,Unspecified,Geminocystaceae,Chroococcales
GCF_009846485.1_ASM984648v1_genomic,Sodalinema gerasimenkoae,Sodalinema,Unspecified,Unspecified,,Unspecified,Unspecified,Leptolyngbyaceae,Synechococcales
GCF_013179805.1_ASM1317980v1_genomic,Microcoleus asticus,Microcoleus,Unspecified,Unspecified,,Unspecified,Unspecified,Microcoleaceae,Oscillatoriales
GCF_014696465.1_ASM1469646v1_genomic,Anabaena cylindrica,Anabaena,Unspecified,Unspecified,,Unspecified,Unspecified,Aphanizomenonaceae,Nostocales
GCF_014696735.1_ASM1469673v1_genomic,Nostoc sp. PCC 7120,Nostoc,Unspecified,Unknown,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_014696775.1_ASM1469677v1_genomic,Anabaena cylindrica,Anabaena,Unspecified,Unspecified,,Unspecified,Unspecified,Aphanizomenonaceae,Nostocales
GCF_014697155.1_ASM1469715v1_genomic,Anabaena variabilis,Anabaena,Unspecified,Unspecified,,Unspecified,Unspecified,Aphanizomenonaceae,Nostocales
GCF_014697165.1_ASM1469716v1_genomic,Trichormus variabilis,Trichormus,Unspecified,Unspecified,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_014697225.1_ASM1469722v1_genomic,Leptolyngbya sp.,Leptolyngbya,Unspecified,Unspecified,,Unspecified,Unspecified,Leptolyngbyaceae,Synechococcales
GCF_014698045.1_ASM1469804v1_genomic,Aulosira sp.,Aulosira,Unspecified,Unspecified,,Unspecified,Unspecified,Fortieaceae,Nostocales
